experiment,architecture,security,topology,mode,attempt_id,attempt_key,fl_round,round_ref,gateway_count,local_accuracy_min,local_accuracy_max,local_accuracy_skew,local_loss_min,local_loss_max,local_loss_skew,gateway_sync_skew_sec
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,2,3.0,2,1.0,1.0,0.0,0.0372567996382713,0.0452899858355522,0.008033186197280905,4.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,3,4.0,2,0.7666666507720947,0.9666666388511658,0.19999998807907104,0.1684903353452682,0.7180111408233643,0.549520805478096,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,4,5.0,2,0.7666666507720947,0.8666666746139526,0.10000002384185791,0.2432238161563873,0.8265332579612732,0.5833094418048859,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,5,6.0,2,0.8666666746139526,0.8666666746139526,0.0,0.2135521620512008,0.3698425590991974,0.15629039704799658,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,6,7.0,2,0.8666666746139526,0.9333333373069764,0.06666666269302379,0.173817828297615,0.3594682812690735,0.1856504529714585,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,7,8.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0970115512609481,0.2061484903097152,0.10913693904876709,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,8,9.0,2,0.9333333373069764,0.9666666388511658,0.03333330154418934,0.1697620451450348,0.2205085158348083,0.050746470689773504,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,9,10.0,2,0.8999999761581421,1.0,0.10000002384185791,0.088609866797924,0.2084479629993438,0.11983809620141979,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,10,11.0,2,0.9666666388511658,0.9666666388511658,0.0,0.1324184089899063,0.1333213299512863,0.0009029209613799771,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,11,12.0,2,0.9666666388511658,0.9666666388511658,0.0,0.1227538287639617,0.1420739442110061,0.019320115447044414,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,12,13.0,2,0.9333333373069764,0.9333333373069764,0.0,0.1736121177673339,0.2075135409832,0.03390142321586609,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,13,14.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0579425767064094,0.1538712382316589,0.09592866152524951,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,14,15.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0491309352219104,0.2682458758354187,0.2191149406135083,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,15,16.0,2,0.9333333373069764,1.0,0.06666666269302357,0.0271717030555009,0.0990809202194213,0.0719092171639204,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,16,17.0,2,0.9333333373069764,0.9666666388511658,0.03333330154418934,0.0884994193911552,0.1982370018959045,0.10973758250474931,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,17,18.0,2,0.9333333373069764,0.9666666388511658,0.03333330154418934,0.0722986236214637,0.1380485594272613,0.06574993580579759,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,18,19.0,2,0.9666666388511658,0.9666666388511658,0.0,0.0900595411658287,0.1119313091039657,0.021871767938137,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,2,CNN_ASCON#2,19,20.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0101945903152227,0.0588925257325172,0.0486979354172945,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,0,1.0,2,0.9333333373069764,1.0,0.06666666269302357,0.5177375674247742,0.5216931104660034,0.003955543041229248,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,1,2.0,2,1.0,1.0,0.0,0.1540861278772354,0.1623006910085678,0.008214563131332397,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,2,3.0,2,1.0,1.0,0.0,0.0316906496882438,0.0385454185307025,0.006854768842458704,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,3,4.0,2,0.7666666507720947,0.8333333134651184,0.06666666269302368,0.5567048192024231,0.8567329049110413,0.30002808570861816,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,4,5.0,2,0.7333333492279053,1.0,0.2666666507720947,0.0758110135793685,0.5909582376480103,0.5151472240686418,3.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,5,6.0,2,0.8333333134651184,0.8999999761581421,0.06666666269302368,0.355049192905426,0.4330705404281616,0.0780213475227356,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,6,7.0,2,0.8999999761581421,0.8999999761581421,0.0,0.3306837677955627,0.3406810164451599,0.009997248649597223,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,7,8.0,2,0.9666666388511658,1.0,0.03333336114883423,0.1027814522385597,0.1502363532781601,0.0474549010396004,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,8,9.0,2,0.9666666388511658,0.9666666388511658,0.0,0.0822564214468002,0.0963014140725135,0.014044992625713293,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,9,10.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0617611557245254,0.0926777645945549,0.030916608870029498,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,10,11.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0253770612180233,0.1151727586984634,0.0897956974804401,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,11,12.0,2,1.0,1.0,0.0,0.0289584435522556,0.0657475218176841,0.0367890782654285,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,12,13.0,2,0.8999999761581421,0.9666666388511658,0.06666666269302368,0.1157420426607132,0.2016012519598007,0.0858592092990875,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,13,14.0,2,0.9333333373069764,0.9333333373069764,0.0,0.1422883421182632,0.1458341777324676,0.0035458356142044067,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,14,15.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0346375070512294,0.1771459430456161,0.1425084359943867,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,15,16.0,2,1.0,1.0,0.0,0.0414966866374015,0.0500579513609409,0.008561264723539401,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,16,17.0,2,0.9666666388511658,1.0,0.03333336114883423,0.0566379465162754,0.0988697782158851,0.04223183169960971,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,17,18.0,2,0.8999999761581421,1.0,0.10000002384185791,0.0909894332289695,0.1631024479866027,0.0721130147576332,1.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,18,19.0,2,0.9666666388511658,0.9666666388511658,0.0,0.0497773140668869,0.0605783499777317,0.010801035910844796,0.0
CNN_ASCON,CNN,ASCON,standard,ascon,3,CNN_ASCON#3,19,20.0,2,0.9333333373069764,0.9666666388511658,0.03333330154418934,0.1104176789522171,0.1321020126342773,0.021684333682060186,0.0
